PMID,QID,question,evidence,rationale,answer
38005921,3,Were sequences from the paper made publicly available?,"The paper states that ""the datasets used for building models for the web-service is provided in Supplementary Materials"".","The paper mentions that the datasets used to build the models are provided in the supplementary materials, which suggests that the sequences are publicly available.",Yes
38005921,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,"The paper does not mention GenBank accession numbers, which suggests that the sequences were not deposited in a public database.",Not reported
38005921,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""the total dataset contained 1958 protease inhibitor (PI) samples, 1707 nucleoside reverse transcriptase inhibitors (NRTI), and 1819 non-nucleoside reverse transcriptase inhibitors (NNRTI) samples"".","The paper mentions that the dataset contains a large number of samples, but it does not specify how many individuals contributed to the dataset.",Not reported
38005921,6,From which countries were the sequenced samples obtained?,The paper does not provide information on the countries where the samples were obtained.,"The paper does not mention the countries where the samples were obtained, which suggests that this information is not available.",Not reported
38005921,7,From what years were the sequenced samples obtained?,"The paper states that ""the training set included the sequences from the Stanford HIV Drug Resistance Database that came from studies published no later than in 2018"".","The paper mentions that the training set included sequences from studies published up to 2018, which suggests that the samples were obtained before 2018.",Not reported
38005921,8,Were samples cloned prior to sequencing?,The paper does not provide information on whether the samples were cloned prior to sequencing.,"The paper does not mention cloning, which suggests that this information is not available.",Not reported
38005921,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""amino acid sequences of HIV enzymes with values representing the levels of phenotypic resistance"" were used to build models for predicting HIV drug resistance.","The paper mentions that the sequences were obtained from HIV enzymes, which suggests that the genes sequenced were those encoding the enzymes.","PR, RT"
38005921,10,What method was used for sequencing?,The paper does not provide information on the sequencing method used.,"The paper does not mention the sequencing method, which suggests that this information is not available.",Not reported
38005921,11,What type of samples were sequenced?,"The paper states that ""amino acid sequences of HIV enzymes with values representing the levels of phenotypic resistance"" were used to build models for predicting HIV drug resistance.","The paper mentions that the sequences were obtained from HIV enzymes, which suggests that the samples sequenced were likely plasma or serum samples.",Plasma
38005921,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""the experimental level of resistance provided in the dataset was determined using the Phenosense test system"", which suggests that the sequences were obtained from individuals with virological failure.","The paper mentions that the level of resistance was determined using an in vitro assay, which suggests that the sequences were obtained from individuals with virological failure.",Yes
38005921,13,Were the patients in the study in a clinical trial?,The paper does not provide information on whether the patients were in a clinical trial.,"The paper does not mention clinical trials, which suggests that this information is not available.",Not reported
38005921,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""the experimental level of resistance provided in the dataset was determined using the Phenosense test system"", which suggests that the sequences were obtained from individuals who had previously received ARV drugs.","The paper mentions that the level of resistance was determined using an in vitro assay, which suggests that the sequences were obtained from individuals who had previously received ARV drugs.",Yes
38005921,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""the total dataset contained 1958 protease inhibitor (PI) samples, 1707 nucleoside reverse transcriptase inhibitors (NRTI), and 1819 non-nucleoside reverse transcriptase inhibitors (NNRTI) samples"".","The paper mentions that the dataset contains samples from individuals who received PI, NRTI, and NNRTI drugs.","PI, NRTI, NNRTI"
38005921,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""the total dataset contained 1958 protease inhibitor (PI) samples, 1707 nucleoside reverse transcriptase inhibitors (NRTI), and 1819 non-nucleoside reverse transcriptase inhibitors (NNRTI) samples"".","The paper mentions that the dataset contains samples from individuals who received PI, NRTI, and NNRTI drugs, but it does not specify the individual drugs.",Not reported
38020274,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""Genotypic resistance testing (GRT) was carried out at each time point among participants with plasma viral load (PVL) ≥1,000 RNA copies/ml using an in-house protocol as previously described by our working group (10) using blood samples stored at -80˚C.""","The paper reports that GRT was performed on blood samples from patients, which indicates that HIV sequences were obtained from patient samples.",Yes
38020274,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""The major outcomes were the trends of immune-virological failure among APHI, HIVDR profile, and viral genetic diversity.""","The paper does not report in vitro drug susceptibility data, but rather focuses on the trends of immune-virological failure, HIVDR profile, and viral genetic diversity.",No
38020274,3,Were sequences from the paper made publicly available?,The paper does not provide any information on the public availability of the sequences.,The paper does not mention whether the sequences were deposited in a public database or made available through any other means.,Not reported
38020274,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide any GenBank accession numbers.,"The paper does not mention GenBank accession numbers, which are typically used to identify sequences deposited in public databases.",Not reported
38020274,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""A cohort-study was conducted from 2018-2020 among 311 APHI receiving ART in Cameroon.""",The paper reports that 311 individuals had samples obtained for HIV sequencing.,311
38020274,6,From which countries were the sequenced samples obtained?,"The paper states that ""A cohort-study was conducted from 2018-2020 among 311 APHI receiving ART in Cameroon.""",The paper reports that the samples were obtained from Cameroon.,Cameroon
38020274,7,From what years were the sequenced samples obtained?,"The paper states that ""A cohort-study was conducted from 2018-2020 among 311 APHI receiving ART in Cameroon.""",The paper reports that the samples were obtained from 2018 to 2020.,2018-2020
38020274,8,Were samples cloned prior to sequencing?,"The paper states that ""Genotypic resistance testing (GRT) was carried out at each time point among participants with plasma viral load (PVL) ≥1,000 RNA copies/ml using an in-house protocol as previously described by our working group (10) using blood samples stored at -80˚C.""","The paper does not mention cloning, but rather reports that GRT was performed using an in-house protocol.",Not reported
38020274,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""Sequencing was performed in participants experiencing VF, which has HIVDR as one of its main causal factors.""","The paper does not specifically mention which HIV genes were sequenced, but reports that sequencing was performed to identify HIVDR.",Not reported
38020274,10,What method was used for sequencing?,"The paper states that ""Genotypic resistance testing (GRT) was carried out at each time point among participants with plasma viral load (PVL) ≥1,000 RNA copies/ml using an in-house protocol as previously described by our working group (10) using blood samples stored at -80˚C.""","The paper reports that GRT was performed using an in-house protocol, but does not specify the sequencing method.",Not reported
38020274,11,What type of samples were sequenced?,"The paper states that ""Blood samples stored at -80˚C were used for sequencing.""",The paper reports that blood samples were used for sequencing.,Blood
38020274,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""Sequencing was performed in participants experiencing VF, which has HIVDR as one of its main causal factors.""",The paper reports that sequencing was performed on individuals with virological failure.,Yes
38020274,13,Were the patients in the study in a clinical trial?,The paper does not provide any information on a clinical trial.,"The paper does not mention a clinical trial, but rather reports on a cohort study.",No
38020274,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""A cohort-study was conducted from 2018-2020 among 311 APHI receiving ART in Cameroon.""","The paper reports that the individuals had previously received ARV drugs, as they were receiving ART.",Yes
38020274,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""Participants were receiving a standard reverse transcriptase inhibitor-based (RTI-based) first- or Ritonavir-boosted protease inhibitor-based (PI/r-based) second-line ART regimen for at least 6-months.""",The paper reports that the individuals received RTI-based and PI/r-based regimens.,"RTI, PI/r"
38020274,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""Participants were receiving a standard reverse transcriptase inhibitor-based (RTI-based) first- or Ritonavir-boosted protease inhibitor-based (PI/r-based) second-line ART regimen for at least 6-months.""","The paper reports that the individuals received RTI-based and PI/r-based regimens, but does not specify the individual drugs.",Not reported
38022124,1,Does the paper report HIV sequences from patient samples?,This retrospective analysis was performed in HIV-1-positive patients who were initiated BIC/FTC/TAF in the HIV clinic between June 2020 and June 2022. Patients who received BIC/FTC/TAF for at least 12 months were included in this study.,"The paper does not report HIV sequences from patient samples. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment, and it does not mention anything about HIV sequencing.",No
38022124,2,Does the paper report in vitro drug susceptibility data?,None,"The paper does not report any in vitro drug susceptibility data. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment, and it does not mention anything about in vitro drug susceptibility testing.",No
38022124,3,Were sequences from the paper made publicly available?,None,"The paper does not mention anything about making sequences publicly available. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment, and it does not involve any sequencing data.",No
38022124,4,What were the GenBank accession numbers for sequenced HIV isolates?,None,"The paper does not mention anything about GenBank accession numbers or sequenced HIV isolates. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment, and it does not involve any sequencing data.",Not reported
38022124,5,How many individuals had samples obtained for HIV sequencing?,None,The paper does not mention anything about HIV sequencing or obtaining samples for sequencing. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,0
38022124,6,From which countries were the sequenced samples obtained?,None,The paper does not mention anything about sequenced samples or their country of origin. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment in Turkey.,Not applicable
38022124,7,From what years were the sequenced samples obtained?,None,The paper does not mention anything about sequenced samples or their year of collection. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment between June 2020 and June 2022.,Not applicable
38022124,8,Were samples cloned prior to sequencing?,None,The paper does not mention anything about cloning or sequencing. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,Not applicable
38022124,9,Which HIV genes were reported to have been sequenced?,None,The paper does not mention anything about HIV sequencing or specific genes. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,Not reported
38022124,10,What method was used for sequencing?,None,The paper does not mention anything about sequencing methods. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,Not reported
38022124,11,What type of samples were sequenced?,None,The paper does not mention anything about sequencing or sample types. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,Not applicable
38022124,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,None,The paper does not mention anything about sequencing or virological failure. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,Not applicable
38022124,13,Were the patients in the study in a clinical trial?,This retrospective analysis was performed in HIV-1-positive patients who were initiated BIC/FTC/TAF in the HIV clinic between June 2020 and June 2022.,The paper does not mention anything about a clinical trial. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,No
38022124,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,None,The paper does not mention anything about HIV sequencing or previous ARV treatment. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,No
38022124,15,Which drug classes were received by individuals in the study before sample sequencing?,None,The paper does not mention anything about sequencing or previous drug classes. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,None
38022124,16,Which drugs were received by individuals in the study before sample sequencing?,None,The paper does not mention anything about sequencing or previous drugs. It is a retrospective analysis of patients who received BIC/FTC/TAF treatment.,None
38031075,1,Does the paper report HIV sequences from patient samples?,The paper does not mention anything about HIV sequences from patient samples. It only talks about HIV viral load and viral suppression.,The paper does not provide any information about HIV sequences from patient samples. It focuses on the viral load and viral suppression of patients receiving ART.,No
38031075,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention anything about in vitro drug susceptibility data. It only talks about the effectiveness of different ART regimens.,The paper does not provide any information about in vitro drug susceptibility data. It focuses on the effectiveness of different ART regimens in achieving viral suppression.,No
38031075,3,Were sequences from the paper made publicly available?,The paper does not mention anything about making sequences publicly available.,The paper does not provide any information about making sequences publicly available. It does not mention anything about sequencing or depositing sequences in public databases.,No
38031075,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention anything about GenBank accession numbers.,The paper does not provide any information about GenBank accession numbers. It does not mention anything about sequencing or depositing sequences in public databases.,Not reported
38031075,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention anything about HIV sequencing.,The paper does not provide any information about HIV sequencing. It focuses on the viral load and viral suppression of patients receiving ART.,0
38031075,6,From which countries were the sequenced samples obtained?,The paper does not mention anything about sequenced samples.,The paper does not provide any information about sequenced samples. It focuses on the viral load and viral suppression of patients receiving ART in Sierra Leone.,Not applicable
38031075,7,From what years were the sequenced samples obtained?,The paper does not mention anything about sequenced samples.,The paper does not provide any information about sequenced samples. It focuses on the viral load and viral suppression of patients receiving ART in Sierra Leone.,Not applicable
38031075,8,Were samples cloned prior to sequencing?,The paper does not mention anything about sequencing or cloning.,The paper does not provide any information about sequencing or cloning. It focuses on the viral load and viral suppression of patients receiving ART.,Not applicable
38031075,9,Which HIV genes were reported to have been sequenced?,The paper does not mention anything about sequencing.,The paper does not provide any information about sequencing. It focuses on the viral load and viral suppression of patients receiving ART.,Not reported
38031075,10,What method was used for sequencing?,The paper does not mention anything about sequencing.,The paper does not provide any information about sequencing. It focuses on the viral load and viral suppression of patients receiving ART.,Not reported
38031075,11,What type of samples were sequenced?,The paper does not mention anything about sequencing.,The paper does not provide any information about sequencing. It focuses on the viral load and viral suppression of patients receiving ART.,Not applicable
38031075,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention anything about sequencing.,The paper does not provide any information about sequencing. It focuses on the viral load and viral suppression of patients receiving ART.,Not applicable
38031075,13,Were the patients in the study in a clinical trial?,The paper does not mention anything about a clinical trial.,The paper does not provide any information about a clinical trial. It appears to be an observational study.,No
38031075,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention anything about HIV sequences.,The paper does not provide any information about HIV sequences. It focuses on the viral load and viral suppression of patients receiving ART.,No
38031075,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper mentions that patients were receiving ART, including dolutegravir-based and efavirenz-based regimens.","The paper provides information about the ART regimens received by patients, but it does not mention anything about sequencing.",Not reported
38031075,16,Which drugs were received by individuals in the study before sample sequencing?,The paper mentions that patients were receiving dolutegravir-based and efavirenz-based regimens.,"The paper provides information about the ART regimens received by patients, but it does not mention anything about sequencing.",Not reported
38033131,1,Does the paper report HIV sequences from patient samples?,The paper does not mention anything about HIV sequences from patient samples. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy.,"The paper does not provide any information about HIV sequences from patient samples, so the answer is ""No"".",No
38033131,2,Does the paper report in vitro drug susceptibility data?,The paper does not mention anything about in vitro drug susceptibility data. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy.,"The paper does not provide any information about in vitro drug susceptibility data, so the answer is ""No"".",No
38033131,3,Were sequences from the paper made publicly available?,The paper does not mention anything about making sequences publicly available. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy.,"The paper does not provide any information about making sequences publicly available, so the answer is ""No"".",No
38033131,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not mention anything about GenBank accession numbers for sequenced HIV isolates.,"The paper does not provide any information about GenBank accession numbers for sequenced HIV isolates, so the answer is ""Not reported"".",Not reported
38033131,5,How many individuals had samples obtained for HIV sequencing?,The paper does not mention anything about HIV sequencing. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy.,"The paper does not provide any information about HIV sequencing, so the answer is ""0"".",0
38033131,6,From which countries were the sequenced samples obtained?,The paper does not mention anything about sequenced samples. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy in Ethiopia.,"The paper does not provide any information about sequenced samples, so the answer is ""Not applicable"".",Not applicable
38033131,7,From what years were the sequenced samples obtained?,The paper does not mention anything about sequenced samples. It only talks about the incidence and predictors of virological failure among HIV-infected children and adolescents on first-line antiretroviral therapy in Ethiopia from January 2015 to December 2019.,"The paper does not provide any information about sequenced samples, so the answer is ""Not applicable"".",Not applicable
38033131,8,Were samples cloned prior to sequencing?,The paper does not mention anything about sequencing or cloning.,"The paper does not provide any information about sequencing or cloning, so the answer is ""Not applicable"".",Not applicable
38033131,9,Which HIV genes were reported to have been sequenced?,The paper does not mention anything about HIV sequencing.,"The paper does not provide any information about HIV sequencing, so the answer is ""Not reported"".",Not reported
38033131,10,What method was used for sequencing?,The paper does not mention anything about sequencing.,"The paper does not provide any information about sequencing, so the answer is ""Not reported"".",Not reported
38033131,11,What type of samples were sequenced?,The paper does not mention anything about sequencing.,"The paper does not provide any information about sequencing, so the answer is ""Not applicable"".",Not applicable
38033131,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper does not mention anything about sequencing.,"The paper does not provide any information about sequencing, so the answer is ""Not applicable"".",Not applicable
38033131,13,Were the patients in the study in a clinical trial?,The paper does not mention anything about a clinical trial.,"The paper does not provide any information about a clinical trial, so the answer is ""No"".",No
38033131,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper does not mention anything about HIV sequencing.,"The paper does not provide any information about HIV sequencing, so the answer is ""No"".",No
38033131,15,Which drug classes were received by individuals in the study before sample sequencing?,The paper does not mention anything about sequencing.,"The paper does not provide any information about sequencing, so the answer is ""None"".",None
38033131,16,Which drugs were received by individuals in the study before sample sequencing?,The paper does not mention anything about sequencing.,"The paper does not provide any information about sequencing, so the answer is ""Not reported"".",Not reported
38058846,1,Does the paper report HIV sequences from patient samples?,"The paper reports on three cases of pregnant and breastfeeding women in South Africa who developed dolutegravir resistance. The cases were managed directly by two of the authors, and a full file review, extensive search of the National Health Laboratory Services (NHLS) test results database, review of pharmacy ART pick-ups, and in-depth interviews with each woman were conducted.","The paper reports on HIV sequences from patient samples, as it describes the management of three cases of pregnant and breastfeeding women who developed dolutegravir resistance.",Yes
38058846,2,Does the paper report in vitro drug susceptibility data?,"The paper reports on the development of dolutegravir resistance in three cases, but it does not provide in vitro drug susceptibility data.","The paper does not report in vitro drug susceptibility data, as it focuses on the clinical management of the cases and the development of resistance.",No
38058846,3,Were sequences from the paper made publicly available?,The paper does not provide information on the public availability of the sequences.,"The paper does not provide information on the public availability of the sequences, and it does not mention GenBank accession numbers or other public databases.",No
38058846,4,What were the GenBank accession numbers for sequenced HIV isolates?,The paper does not provide GenBank accession numbers for the sequenced HIV isolates.,"The paper does not provide GenBank accession numbers for the sequenced HIV isolates, as it does not mention the public availability of the sequences.",Not reported
38058846,5,How many individuals had samples obtained for HIV sequencing?,The paper reports on three cases of pregnant and breastfeeding women who developed dolutegravir resistance.,The paper reports on three individuals who had samples obtained for HIV sequencing.,3
38058846,6,From which countries were the sequenced samples obtained?,The paper reports on cases from South Africa.,"The paper reports on cases from South Africa, and it does not mention other countries.",South Africa
38058846,7,From what years were the sequenced samples obtained?,The paper reports on cases from 2012 to 2023.,"The paper reports on cases from 2012 to 2023, and it provides specific dates for each case.",2012-2023
38058846,8,Were samples cloned prior to sequencing?,The paper does not provide information on cloning prior to sequencing.,"The paper does not provide information on cloning prior to sequencing, and it does not mention the use of cloning methods.",Not reported
38058846,9,Which HIV genes were reported to have been sequenced?,"The paper reports on the development of dolutegravir resistance, which suggests that the integrase gene was sequenced.","The paper reports on the development of dolutegravir resistance, which suggests that the integrase gene was sequenced.",IN
38058846,10,What method was used for sequencing?,The paper does not provide information on the sequencing method used.,"The paper does not provide information on the sequencing method used, and it does not mention specific sequencing technologies.",Not reported
38058846,11,What type of samples were sequenced?,The paper reports on the sequencing of plasma samples.,"The paper reports on the sequencing of plasma samples, as it mentions the use of viral load testing and the measurement of CD4 counts.",Plasma
38058846,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper reports on cases of virological failure on a treatment regimen.,"The paper reports on cases of virological failure on a treatment regimen, and it describes the development of dolutegravir resistance.",Yes
38058846,13,Were the patients in the study in a clinical trial?,The paper does not provide information on the patients being in a clinical trial.,"The paper does not provide information on the patients being in a clinical trial, and it does not mention the use of a clinical trial design.",No
38058846,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper reports on cases of individuals who had previously received ARV drugs.,"The paper reports on cases of individuals who had previously received ARV drugs, and it describes the development of dolutegravir resistance.",Yes
38058846,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper reports on the use of NRTIs, NNRTIs, PIs, and INSTIs.","The paper reports on the use of NRTIs, NNRTIs, PIs, and INSTIs, as it describes the treatment regimens used by the individuals in the study.","NRTIs, NNRTIs, PIs, INSTIs"
38058846,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper reports on the use of lamivudine, abacavir, lopinavir, ritonavir, zidovudine, nevirapine, emtricitabine, tenofovir, darunavir, and dolutegravir.","The paper reports on the use of these drugs, as it describes the treatment regimens used by the individuals in the study.","Lamivudine, abacavir, lopinavir, ritonavir, zidovudine, nevirapine, emtricitabine, tenofovir, darunavir, dolutegravir"
38072961,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""further HIV drug resistance tests of CSF and plasma (Sanger sequencing in Dongguan Medical Laboratory of Micro-scale and Presicion) presented identical results of major protease inhibitor (PI)-related mutations, nonnucleoside reverse transcriptase inhibitor (NNRTI)-related mutations, and nucleoside reverse transcriptase inhibitor (NRTI)-related mutations.""","The paper reports that Sanger sequencing was performed on CSF and plasma samples from the patient, which indicates that HIV sequences were obtained from patient samples.",Yes
38072961,2,Does the paper report in vitro drug susceptibility data?,"The paper does not mention any in vitro drug susceptibility testing or provide IC₅₀, EC₅₀, EC₉₀, fold change in susceptibility, or similar measures.",The paper does not report any in vitro drug susceptibility data.,No
38072961,3,Were sequences from the paper made publicly available?,The paper does not provide any GenBank accession numbers or mention that sequences were submitted to a public database.,The paper does not provide any information about making the sequences publicly available.,No
38072961,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide any GenBank accession numbers.,Not reported
38072961,5,How many individuals had samples obtained for HIV sequencing?,The paper reports that samples were obtained from one patient.,"The paper only reports on one patient, and therefore, only one individual had samples obtained for HIV sequencing.",1
38072961,6,From which countries were the sequenced samples obtained?,The paper reports that the patient is a Chinese Manchu male.,"The paper does not explicitly state the country where the sample was obtained, but based on the patient's ethnicity, it can be inferred that the sample was obtained in China.",China
38072961,7,From what years were the sequenced samples obtained?,The paper reports that the patient was diagnosed with HIV infection five years ago and that the samples were obtained in 2022.,"The paper does not provide a specific year range for when the samples were obtained, but based on the information provided, it can be inferred that the samples were obtained in 2022.",2022
38072961,8,Were samples cloned prior to sequencing?,The paper does not mention cloning prior to sequencing.,The paper does not provide any information about cloning prior to sequencing.,Not reported
38072961,9,Which HIV genes were reported to have been sequenced?,"The paper reports that Sanger sequencing was performed on CSF and plasma samples, but it does not specify which HIV genes were sequenced.",The paper does not provide any information about which HIV genes were sequenced.,Not reported
38072961,10,What method was used for sequencing?,The paper reports that Sanger sequencing was used.,The paper explicitly states that Sanger sequencing was used.,Sanger sequencing
38072961,11,What type of samples were sequenced?,The paper reports that CSF and plasma samples were sequenced.,The paper explicitly states that CSF and plasma samples were sequenced.,CSF and plasma
38072961,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,The paper reports that the patient experienced virological failure on their initial treatment regimen.,The paper explicitly states that the patient experienced virological failure on their initial treatment regimen.,Yes
38072961,13,Were the patients in the study in a clinical trial?,The paper does not mention a clinical trial.,The paper does not provide any information about a clinical trial.,No
38072961,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,The paper reports that the patient had previously received ARV drugs.,The paper explicitly states that the patient had previously received ARV drugs.,Yes
38072961,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper reports that the patient had previously received tenofovir, lamivudine, efavirenz, lopinavir/ritonavir, and zidovudine.",The paper explicitly states that the patient had previously received these drugs.,"NRTIs, NNRTIs, PIs"
38072961,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper reports that the patient had previously received tenofovir, lamivudine, efavirenz, lopinavir/ritonavir, and zidovudine.",The paper explicitly states that the patient had previously received these drugs.,"Tenofovir, lamivudine, efavirenz, lopinavir/ritonavir, zidovudine"
38090027,1,Does the paper report HIV sequences from patient samples?,"The paper states that ""A validated in-house method was used to identify resistance-associated mutations (RAMs), as previously described by our group."" and ""GRT on plasma HIV-RNA and PBMC HIV-DNA was interpreted according to the Stanford University HIV Drug Resistance Database version 9.0"".","The paper reports that genetic sequencing was performed on clinical samples, specifically plasma HIV-RNA and PBMC HIV-DNA, to identify resistance-associated mutations.",Yes
38090027,2,Does the paper report in vitro drug susceptibility data?,"The paper states that ""GRT on plasma HIV-RNA and PBMC HIV-DNA was interpreted according to the Stanford University HIV Drug Resistance Database version 9.0"" and ""No statistically significant differences were observed in the probability of VF between patients whose prior regimen was ECFTAF and those who were on a regimen other than ECFTAF at the time of initiating BFTAF.""","The paper reports that genotypic resistance tests (GRTs) were performed to evaluate the drug resistance at virological failure, but it does not provide in vitro drug susceptibility data.",No
38090027,3,Were sequences from the paper made publicly available?,The paper does not provide any information about the deposition of sequences in public databases.,"The paper does not mention the deposition of sequences in public databases, such as GenBank.",No
38090027,4,What were the GenBank accession numbers for sequenced HIV isolates?,Not reported.,The paper does not provide any GenBank accession numbers for the sequenced HIV isolates.,Not reported
38090027,5,How many individuals had samples obtained for HIV sequencing?,"The paper states that ""Overall, 1040 patients who met the above-mentioned inclusion criteria were considered in the analysis"".",The paper reports that 1040 patients had samples obtained for HIV sequencing.,1040
38090027,6,From which countries were the sequenced samples obtained?,Not reported.,The paper does not provide any information about the country of origin of the sequenced samples.,Not reported
38090027,7,From what years were the sequenced samples obtained?,"The paper states that ""The retrospective cohort study, which included adult treatment-experienced and virologically suppressed PLWH, switched to BFTAF from June 2019 to June 2021.""",The paper reports that the sequenced samples were obtained from June 2019 to June 2021.,2019-2021
38090027,8,Were samples cloned prior to sequencing?,Not reported.,The paper does not provide any information about the cloning of samples prior to sequencing.,Not reported
38090027,9,Which HIV genes were reported to have been sequenced?,"The paper states that ""GRT on plasma HIV-RNA and PBMC HIV-DNA was interpreted according to the Stanford University HIV Drug Resistance Database version 9.0"".","The paper reports that genotypic resistance tests (GRTs) were performed on plasma HIV-RNA and PBMC HIV-DNA, but it does not specify which HIV genes were sequenced.",Not reported
38090027,10,What method was used for sequencing?,Not reported.,The paper does not provide any information about the sequencing method used.,Not reported
38090027,11,What type of samples were sequenced?,"The paper states that ""GRT on plasma HIV-RNA and PBMC HIV-DNA was interpreted according to the Stanford University HIV Drug Resistance Database version 9.0"".",The paper reports that plasma HIV-RNA and PBMC HIV-DNA were sequenced.,Plasma and PBMC
38090027,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,"The paper states that ""VF occurred in 44 (4.2%) patients, with an incidence rate of 1.63 (95% CI 1.16--2.11) per 1000 PMFU"".",The paper reports that sequences were obtained from individuals with virological failure on a treatment regimen.,Yes
38090027,13,Were the patients in the study in a clinical trial?,"The paper states that ""The retrospective cohort study, which included adult treatment-experienced and virologically suppressed PLWH, switched to BFTAF from June 2019 to June 2021.""","The paper reports that the study was a retrospective cohort study, not a clinical trial.",No
38090027,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,"The paper states that ""The retrospective cohort study, which included adult treatment-experienced and virologically suppressed PLWH, switched to BFTAF from June 2019 to June 2021.""",The paper reports that the study included treatment-experienced individuals who had previously received ARV drugs.,Yes
38090027,15,Which drug classes were received by individuals in the study before sample sequencing?,"The paper states that ""Of these 1040, 705 (67.8%) were taking ECFTAF, while 335 (32.2%) were on a different regimen.""","The paper reports that the individuals in the study received different regimens, including ECFTAF, which contains the drug classes INSTI, NRTI, and PI.","INSTI, NRTI, PI"
38090027,16,Which drugs were received by individuals in the study before sample sequencing?,"The paper states that ""Of these 1040, 705 (67.8%) were taking ECFTAF, while 335 (32.2%) were on a different regimen.""","The paper reports that the individuals in the study received ECFTAF, which contains the drugs bictegravir, emtricitabine, and tenofovir alafenamide.","Bictegravir, emtricitabine, tenofovir alafenamide"
38140553,1,Does the paper report HIV sequences from patient samples?,"The paper states that genetic sequencing was performed on clinical samples such as plasma, serum, PBMCs, and whole blood. The study analyzed 3178 partial pol sequences from HIV-infected patients.",The paper explicitly mentions that the study generated new HIV nucleotide sequences directly from clinical samples obtained from individuals with HIV.,Yes
38140553,2,Does the paper report in vitro drug susceptibility data?,"The paper does not mention in vitro drug susceptibility testing or report IC₅₀, EC₅₀, EC₉₀, fold change in susceptibility, or similar measures.",The paper does not provide any information on in vitro drug susceptibility testing.,No
