PMID,QID,Question,Type,Category,Answer
37896785,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37896785,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37896785,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,OQ215322-OQ215382
37896785,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,61
37896785,6,From which countries were the sequenced samples obtained?,List,Demographics,Vietnam
37896785,7,From what years were the sequenced samples obtained?,List,Demographics,2021
37896785,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37896785,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol
37896785,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37896785,11,What type of samples were sequenced?,List,Technical,Blood plasma
37896785,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37896785,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37896785,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37896785,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
37896785,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not specified
37896860,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37896860,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37896860,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37896860,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37896860,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,704
37896860,6,From which countries were the sequenced samples obtained?,List,Demographics,Kenya
37896860,7,From what years were the sequenced samples obtained?,List,Demographics,2019
37896860,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37896860,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
37896860,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37896860,11,What type of samples were sequenced?,List,Technical,Plasma
37896860,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37896860,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37896860,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37896860,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, PIs, NNRTIs"
37896860,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Lamivudine, abacavir, zidovudine, lopinavir/ritonavir, efavirenz"
37910452,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37910452,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37910452,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37910452,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37910452,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"4,436"
37910452,6,From which countries were the sequenced samples obtained?,List,Demographics,Ghana
37910452,7,From what years were the sequenced samples obtained?,List,Demographics,2013-2022
37910452,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37910452,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
37910452,10,What method was used for sequencing?,List,Technical,Not available
37910452,11,What type of samples were sequenced?,List,Technical,Not available
37910452,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
37910452,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37910452,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available
37910452,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37910452,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37914679,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37914679,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37914679,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37914679,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37914679,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,76
37914679,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37914679,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2020
37914679,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37914679,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified
37914679,10,What method was used for sequencing?,List,Technical,MiSeq second-generation sequencing platform
37914679,11,What type of samples were sequenced?,List,Technical,Plasma
37914679,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37914679,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37914679,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37914679,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"2NRTI + NNRTI, INSTI"
37914679,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37920909,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37920909,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37920909,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37920909,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37920909,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,601
37920909,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37920909,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2023
37920909,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37920909,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 integrase genes
37920909,10,What method was used for sequencing?,List,Technical,Standard Sanger sequencing
37920909,11,What type of samples were sequenced?,List,Technical,Blood samples
37920909,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
37920909,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37920909,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37920909,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,None
37920909,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,None
37938856,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37938856,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37938856,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37938856,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37938856,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,820
37938856,6,From which countries were the sequenced samples obtained?,List,Demographics,Kenya
37938856,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2022
37938856,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37938856,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not reported
37938856,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37938856,11,What type of samples were sequenced?,List,Technical,Not reported
37938856,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37938856,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37938856,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37938856,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NNRTI, PI, integrase inhibitors"
37938856,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Lamivudine, tenofovir, efavirenz, dolutegravir, atazanavir, ritonavir"
37941373,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37941373,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37941373,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37941373,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37941373,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1032
37941373,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37941373,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2022
37941373,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
37941373,9,Which HIV genes were reported to have been sequenced?,List,Technical,IN gene
37941373,10,What method was used for sequencing?,List,Technical,Sanger dideoxy sequencing
37941373,11,What type of samples were sequenced?,List,Technical,Plasma
37941373,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37941373,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37941373,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37941373,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,NNRTIs and/or NRTIs
37941373,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Dolutegravir, rilpivirine, lamivudine, tenofovir, crizaline, and efavirenz"
37946329,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37946329,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37946329,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37946329,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
37946329,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1078
37946329,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37946329,7,From what years were the sequenced samples obtained?,List,Demographics,2018-2022
37946329,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
37946329,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol and integrase
37946329,10,What method was used for sequencing?,List,Technical,Not mentioned
37946329,11,What type of samples were sequenced?,List,Technical,Plasma
37946329,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37946329,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
37946329,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37946329,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, PIs, and INSTIs"
37946329,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Lamivudine (3TC) and dolutegravir (DTG)
37957382,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37957382,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37957382,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37957382,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,PRJNA973660
37957382,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,8
37957382,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported
37957382,7,From what years were the sequenced samples obtained?,List,Demographics,Not reported
37957382,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37957382,9,Which HIV genes were reported to have been sequenced?,List,Technical,pol-env
37957382,10,What method was used for sequencing?,List,Technical,Illumina barcoded library construction and MiSeq sequencing
37957382,11,What type of samples were sequenced?,List,Technical,Plasma HIV RNA
37957382,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported
37957382,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported
37957382,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37957382,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37957382,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37966701,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
37966701,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37966701,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37966701,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37966701,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
37966701,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
37966701,7,From what years were the sequenced samples obtained?,List,Demographics,2021-2022
37966701,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37966701,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
37966701,10,What method was used for sequencing?,List,Technical,Not available
37966701,11,What type of samples were sequenced?,List,Technical,Not available
37966701,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
37966701,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
37966701,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37966701,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37966701,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
37973713,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37973713,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37973713,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
37973713,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported
37973713,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,117
37973713,6,From which countries were the sequenced samples obtained?,List,Demographics,"Ukraine, Belarus, Georgia, and Kazakhstan"
37973713,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2022
37973713,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported
37973713,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 protease and reverse transcriptase
37973713,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37973713,11,What type of samples were sequenced?,List,Technical,Not reported
37973713,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37973713,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Yes
37973713,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,No
37973713,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37973713,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not reported
37976080,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37976080,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
37976080,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
37976080,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
37976080,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,2568
37976080,6,From which countries were the sequenced samples obtained?,List,Demographics,China
37976080,7,From what years were the sequenced samples obtained?,List,Demographics,2022
37976080,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
37976080,9,Which HIV genes were reported to have been sequenced?,List,Technical,PR and RT regions
37976080,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37976080,11,What type of samples were sequenced?,List,Technical,Plasma samples
37976080,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Unknown
37976080,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
37976080,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37976080,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37976080,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Unknown
37976185,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes.
37976185,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No.
37976185,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No.
37976185,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not reported.
37976185,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not reported.
37976185,6,From which countries were the sequenced samples obtained?,List,Demographics,Not reported.
37976185,7,From what years were the sequenced samples obtained?,List,Demographics,2015-2022.
37976185,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not reported.
37976185,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not specified.
37976185,10,What method was used for sequencing?,List,Technical,Sanger or next-generation sequencing.
37976185,11,What type of samples were sequenced?,List,Technical,Not reported.
37976185,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not reported.
37976185,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not reported.
37976185,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes.
37976185,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,TDF/TAF and FTC.
37976185,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"TDF, TAF, and FTC."
37993493,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
37993493,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
37993493,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
37993493,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
37993493,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,31
37993493,6,From which countries were the sequenced samples obtained?,List,Demographics,Tanzania
37993493,7,From what years were the sequenced samples obtained?,List,Demographics,2023
37993493,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
37993493,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase, and integrase genes"
37993493,10,What method was used for sequencing?,List,Technical,Sanger sequencing
37993493,11,What type of samples were sequenced?,List,Technical,Blood samples
37993493,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
37993493,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
37993493,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
37993493,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs, NNRTIs, and INSTIs"
37993493,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, lamivudine, and dolutegravir"
38005921,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
38005921,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
38005921,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
38005921,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
38005921,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not mentioned
38005921,6,From which countries were the sequenced samples obtained?,List,Demographics,Not mentioned
38005921,7,From what years were the sequenced samples obtained?,List,Demographics,Up to 2018
38005921,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
38005921,9,Which HIV genes were reported to have been sequenced?,List,Technical,Reverse transcriptase and protease
38005921,10,What method was used for sequencing?,List,Technical,Not mentioned
38005921,11,What type of samples were sequenced?,List,Technical,"Protease inhibitors, nucleoside reverse transcriptase inhibitors, and non-nucleoside reverse transcriptase inhibitors"
38005921,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not mentioned
38005921,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
38005921,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38005921,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Protease inhibitors, nucleoside reverse transcriptase inhibitors, and non-nucleoside reverse transcriptase inhibitors"
38005921,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not mentioned
38020274,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
38020274,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38020274,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Unknown
38020274,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Unknown
38020274,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Unknown
38020274,6,From which countries were the sequenced samples obtained?,List,Demographics,Cameroon
38020274,7,From what years were the sequenced samples obtained?,List,Demographics,Unknown
38020274,8,Were samples cloned prior to sequencing?,Boolean,Technical,Unknown
38020274,9,Which HIV genes were reported to have been sequenced?,List,Technical,HIV-1 polymerase and reverse transcriptase
38020274,10,What method was used for sequencing?,List,Technical,Unknown
38020274,11,What type of samples were sequenced?,List,Technical,Blood
38020274,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
38020274,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unknown
38020274,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38020274,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,RTI-based ART
38020274,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"d4T, 3TC, NVP"
38022124,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
38022124,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38022124,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
38022124,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
38022124,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,116
38022124,6,From which countries were the sequenced samples obtained?,List,Demographics,Turkey
38022124,7,From what years were the sequenced samples obtained?,List,Demographics,2020-2022
38022124,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
38022124,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
38022124,10,What method was used for sequencing?,List,Technical,Not available
38022124,11,What type of samples were sequenced?,List,Technical,Not available
38022124,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
38022124,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
38022124,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38022124,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,EVG/c/FTC/TAF and DTG+TDF/FTC
38022124,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"EVG, FTC, TAF, DTG, TDF, and FTC"
38031075,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
38031075,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38031075,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
38031075,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
38031075,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,"2,253"
38031075,6,From which countries were the sequenced samples obtained?,List,Demographics,Sierra Leone
38031075,7,From what years were the sequenced samples obtained?,List,Demographics,2022-2023
38031075,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
38031075,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
38031075,10,What method was used for sequencing?,List,Technical,TGuide S32 Magnetic Viral DNA/RNA Kit and HIV-RNA Quantification Kit
38031075,11,What type of samples were sequenced?,List,Technical,Venous blood samples
38031075,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,No
38031075,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
38031075,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38031075,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, lamivudine, and dolutegravir"
38031075,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, lamivudine, and dolutegravir"
38033131,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
38033131,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38033131,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
38033131,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
38033131,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Not available
38033131,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
38033131,7,From what years were the sequenced samples obtained?,List,Demographics,Not available
38033131,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
38033131,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
38033131,10,What method was used for sequencing?,List,Technical,Not available
38033131,11,What type of samples were sequenced?,List,Technical,Not available
38033131,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Not available
38033131,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not available
38033131,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Not available
38033131,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,Not available
38033131,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,Not available
38058846,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,No
38058846,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38058846,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
38058846,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
38058846,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,Multiple (exact number not specified)
38058846,6,From which countries were the sequenced samples obtained?,List,Demographics,South Africa
38058846,7,From what years were the sequenced samples obtained?,List,Demographics,2012-2022 (exact years not specified)
38058846,8,Were samples cloned prior to sequencing?,Boolean,Technical,No
38058846,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
38058846,10,What method was used for sequencing?,List,Technical,Not available
38058846,11,What type of samples were sequenced?,List,Technical,Blood or plasma (exact type not specified)
38058846,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
38058846,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Unclear
38058846,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38058846,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTIs (lamivudine, abacavir), PIs (lopinavir/ritonavir)"
38058846,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Lamivudine, abacavir, lopinavir/ritonavir"
38072961,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
38072961,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,Yes
38072961,3,Were sequences from the paper made publicly available?,Boolean,Data availability,Yes
38072961,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not mentioned
38072961,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1
38072961,6,From which countries were the sequenced samples obtained?,List,Demographics,China
38072961,7,From what years were the sequenced samples obtained?,List,Demographics,Not mentioned
38072961,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not mentioned
38072961,9,Which HIV genes were reported to have been sequenced?,List,Technical,"Protease, reverse transcriptase"
38072961,10,What method was used for sequencing?,List,Technical,Sanger sequencing
38072961,11,What type of samples were sequenced?,List,Technical,"CSF, plasma"
38072961,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
38072961,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,Not mentioned
38072961,14,Does the paper report HIV sequences from individuals who had previously received ARV drugs?,Boolean,Treatment,Yes
38072961,15,Which drug classes were received by individuals in the study before sample sequencing?,List,Treatment,"NRTI, NNRTI"
38072961,16,Which drugs were received by individuals in the study before sample sequencing?,List,Treatment,"Tenofovir, lamivudine, efavirenz"
38090027,1,Does the paper report HIV sequences from patient samples?,Boolean,Data availability,Yes
38090027,2,Does the paper report in vitro drug susceptibility data?,Boolean,Data availability,No
38090027,3,Were sequences from the paper made publicly available?,Boolean,Data availability,No
38090027,4,What were the GenBank accession numbers for sequenced HIV isolates?,List,Data availability,Not available
38090027,5,How many individuals had samples obtained for HIV sequencing?,Number,Data availability,1040
38090027,6,From which countries were the sequenced samples obtained?,List,Demographics,Not available
38090027,7,From what years were the sequenced samples obtained?,List,Demographics,2019-2021
38090027,8,Were samples cloned prior to sequencing?,Boolean,Technical,Not available
38090027,9,Which HIV genes were reported to have been sequenced?,List,Technical,Not available
38090027,10,What method was used for sequencing?,List,Technical,Not available
38090027,11,What type of samples were sequenced?,List,Technical,Not available
38090027,12,Were any sequences obtained from individuals with virological failure on a treatment regimen?,Boolean,Treatment,Yes
38090027,13,Were the patients in the study in a clinical trial?,Boolean,Treatment,No
